,rand_smi,cano_smi,Class,pIC50
1152,O1c2ccc(-c3cccc(c3)C)cc2C2(c3cc(ccc13)OC)COC(N)=N2,COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3cccc(C)c3)ccc1O2,0,5.7772837
1153,c1ccc(C2(CC2)[NH2+]CC(C(NC(C)=O)Cc2cc(F)cc(c2)F)O)cc1C1CCCCO1,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cccc(C3CCCCO3)c2)CC1,0,5.7695513
1154,[C@@H]1(C)C[C@@]1(c1cccc(c1)C(C)(C)C(F)F)[NH2+]C[C@H]([C@@H](NC(=O)C)Cc1cc(cc(F)c1)F)O,CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)C[NH2+][C@]1(c2cccc(C(C)(C)C(F)F)c2)C[C@H]1C,0,5.7695513
1155,O=S1(NCC2(N1c1cc(F)ccc1)CC([NH+](CC2)Cc1cc(-c2c(cccc2)Cl)ccc1)C)=O,CC1CC2(CC[NH+]1Cc1cccc(-c3ccccc3Cl)c1)CNS(=O)(=O)N2c1cccc(F)c1,0,5.7695513
1156,O=S1(N(C2(CC[NH+](Cc3cc(ccc3)OC(C)C)C(C)C2)CN1CC)c1cc(F)ccc1)=O,CCN1CC2(CC[NH+](Cc3cccc(OC(C)C)c3)C(C)C2)N(c2cccc(F)c2)S1(=O)=O,0,5.7695513
1157,c1ccc(C[NH+]2CCC3(CN(S(=O)(N3c3cc(F)ccc3)=O)c3ncco3)CC2C)cc1OC(C)C,CC(C)Oc1cccc(C[NH+]2CCC3(CC2C)CN(c2ncco2)S(=O)(=O)N3c2cccc(F)c2)c1,0,5.7695513
1158,c12c(ccc(-c3c(cccc3)OC)c2)OC(CC21C(N(C(N)=N2)C)=O)(C)C,COc1ccccc1-c1ccc2c(c1)C1(CC(C)(C)O2)N=C(N)N(C)C1=O,0,5.7695513
1159,c1cc2ccccc2n1CC(=O)NC(NCc1cc(c(NC(=O)C(C)C)c(Cl)c1)Cl)=[NH2+],CC(C)C(=O)Nc1c(Cl)cc(CNC(=[NH2+])NC(=O)Cn2ccc3ccccc32)cc1Cl,0,5.7644715
1160,C1C(CCCC1)([NH2+]CC(O)C(NC(=O)C)Cc1cc(F)cc(c1)F)c1cc(CC)cs1,CCc1csc(C2([NH2+]CC(O)C(Cc3cc(F)cc(F)c3)NC(C)=O)CCCCC2)c1,0,5.7594509
1161,CC(C)NC(c1ccc(cc1)-c1ccc(-c2ccccc2)n1Cc1nc(ccc1)N)=O,CC(C)NC(=O)c1ccc(-c2ccc(-c3ccccc3)n2Cc2cccc(N)n2)cc1,0,5.7495799
1162,c1cc2Oc3ccc(cc3C3(N=C(OC3)N)c2cc1OC)-c1ccc(cc1)C,COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3ccc(C)cc3)ccc1O2,0,5.7495799
1163,c1cc(COCC(CC(C(COc2cc(F)cc(F)c2)NC(=O)c2cc(N(S(=O)(C)=O)C)nc(N(C)CC3CC3C)c2)O)OC)ccc1OC,COc1ccc(COCC(CC(O)C(COc2cc(F)cc(F)c2)NC(=O)c2cc(N(C)CC3CC3C)nc(N(C)S(C)(=O)=O)c2)OC)cc1,0,5.7447276
1164,C1C(C(O)C(CS1(=O)=O)[NH2+]Cc1cc(ccc1)C(C)C)Cc1ccc(cc1)O,CC(C)c1cccc(C[NH2+]C2CS(=O)(=O)CC(Cc3ccc(O)cc3)C2O)c1,0,5.7447276
1165,c1(ccc(cc1)C(C)NC(c1cc(N(S(=O)(=O)C)C)cc(c1)-c1onc(n1)C(C)(Cc1ccccc1)[NH3+])=O)F,CC(NC(=O)c1cc(-c2nc(C(C)([NH3+])Cc3ccccc3)no2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,0,5.7375488
1166,C(C)(NC(Cc1cc(cc(c1)F)F)C(C[NH2+]C1(CCCCC1)c1ccn(n1)C(C)(C)C)O)=O,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2ccn(C(C)(C)C)n2)CCCCC1,0,5.7351823
1167,C1(Cc2cc(ccc2C(NC(Cc2c(-c3ccncc3)csc2)C(=O)[O-])=N1)Cl)(C)C,CC1(C)Cc2cc(Cl)ccc2C(NC(Cc2cscc2-c2ccncc2)C(=O)[O-])=N1,0,5.7328281
1168,C1C(COCC(OC)CC(C(COc2cc(F)cc(F)c2)NC(c2cc(cc(c2)C(NC(C)c2ccccc2)=O)N(S(=O)(=O)C)C)=O)O)C1,COC(COCC1CC1)CC(O)C(COc1cc(F)cc(F)c1)NC(=O)c1cc(C(=O)NC(C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1,0,5.7304869
1169,c1c(cc(cc1F)F)CC(NC(C)=O)C(O)C[NH2+]C1(CC1)c1cc(N2C3CC(CC3)C2)ccc1,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cccc(N3CC4CCC3C4)c2)CC1,0,5.7212462
1170,O1Cc2cc(ccc2)C(CCCOC)NC(=O)c2cc(cc(N(C)S(C)(=O)=O)c2)C(=O)NC(C(CC(C(=O)NCC(C)C)C(C)C)O)C1,COCCCC1NC(=O)c2cc(cc(N(C)S(C)(=O)=O)c2)C(=O)NC(C(O)CC(C(=O)NCC(C)C)C(C)C)COCc2cccc1c2,0,5.7212462
1171,C1c2ccc(cc2C2(N=C(OC2)N)CC1(C)C)-c1c(nccc1)F,CC1(C)Cc2ccc(-c3cccnc3F)cc2C2(COC(N)=N2)C1,0,5.7194219
1172,c1(ccc(C2(c3cccc(c3)-c3cc(ccc3F)Cl)N=C(N)OC2)cc1)OC,COc1ccc(C2(c3cccc(-c4cc(Cl)ccc4F)c3)COC(N)=N2)cc1,0,5.7099652
1173,c1ccc([C@]2(c3cnn(c3)CC)N=C(N(C2=O)C)N)cc1-c1c(nccc1)F,CCn1cc([C@@]2(c3cccc(-c4cccnc4F)c3)N=C(N)N(C)C2=O)cn1,0,5.7077441
1174,Clc1cncc(-c2cc3C4(CC(Cc3cc2)(C)C)CSC(N)=N4)c1,CC1(C)Cc2ccc(-c3cncc(Cl)c3)cc2C2(CSC(N)=N2)C1,0,5.7002749
1175,O(C)C(Cc1cc(cc(c1)C(NC(C(C[NH2+]Cc1cc(ccc1)OC)O)Cc1cc(cc(c1)F)F)=O)C(=O)N(CCC)CCC)COC,CCCN(CCC)C(=O)c1cc(CC(COC)OC)cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C[NH2+]Cc2cccc(OC)c2)c1,0,5.6989698
1176,C1(N)CSCC(N=1)(C)c1cccc(-c2cc(OC)ccc2)c1,COc1cccc(-c2cccc(C3(C)CSCC(N)=N3)c2)c1,0,5.6989698
1177,c1(cccc(-c2cc(OC)ccc2)c1)C1(CCSC(=N1)N)C,COc1cccc(-c2cccc(C3(C)CCSC(N)=N3)c2)c1,0,5.6989698
1178,c1cc(-c2ccc3c(C4(c5c(ccc(OC)c5)O3)COC(N)=N4)c2)ccc1Cl,COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3ccc(Cl)cc3)ccc1O2,0,5.6946487
1179,CC1(COC(N)=N1)c1cccc(NC(=O)c2ncc(Cl)cc2)c1,CC1(c2cccc(NC(=O)c3ccc(Cl)cn3)c2)COC(N)=N1,0,5.6946487
1180,Fc1cc(cc(OCC(NC(=O)c2cc(cc(N(C)S(=O)(C)=O)c2)C(=O)NC(C)c2ccccc2)C(CC(OC)COCC=C)O)c1)F,C=CCOCC(CC(O)C(COc1cc(F)cc(F)c1)NC(=O)c1cc(C(=O)NC(C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1)OC,0,5.6925039
1181,c1ccccc1CC([NH3+])(c1nc(no1)-c1cc(N(C)S(C)(=O)=O)cc(C(=O)NC(C)c2ccc(cc2)F)c1)C,CC(NC(=O)c1cc(-c2noc(C(C)([NH3+])Cc3ccccc3)n2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,0,5.6861329
1182,c1c(C2(c3ccc(OC)cc3)N=C(N)OC2)cc(cc1)-c1cc(Cl)ccc1,COc1ccc(C2(c3cccc(-c4cccc(Cl)c4)c3)COC(N)=N2)cc1,0,5.6861329
1183,C(NC(NCCCC)=O)c1ccc(cc1)CN1C(C(NC1=N)(CC1CCCCC1)CC1CCCCC1)=O,CCCCNC(=O)NCc1ccc(CN2C(=N)NC(CC3CCCCC3)(CC3CCCCC3)C2=O)cc1,0,5.6777806
1184,C1CCCCC1([NH2+]CC(C(NC(=O)C)Cc1cc(F)cc(F)c1)O)c1cccc(c1)CC(C)(C)C,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cccc(CC(C)(C)C)c2)CCCCC1,0,5.6777806
1185,c1(C2(N=C(C(C)C)C(=N2)N)c2ccc(OC)cc2)cccc(-c2cncnc2)c1,COc1ccc(C2(c3cccc(-c4cncnc4)c3)N=C(N)C(C(C)C)=N2)cc1,0,5.6777806
1186,C1OC(N)=NC12c1cc(ccc1Oc1ccc(OC)cc12)-c1ccncc1Cl,COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3ccncc3Cl)ccc1O2,0,5.6757174
1187,c1cc(cc(OC(C)C)c1)C[NH+]1CCC2(CC1C)CN(c1nccs1)S(=O)(N2c1cc(ccc1)F)=O,CC(C)Oc1cccc(C[NH+]2CCC3(CC2C)CN(c2nccs2)S(=O)(=O)N3c2cccc(F)c2)c1,0,5.6575775
1188,c1c(cccc1)C1(c2ccc(cc2)Cl)N=C(N)N(C1=O)C,CN1C(=O)C(c2ccccc2)(c2ccc(Cl)cc2)N=C1N,0,5.6478176
1189,N(C(c1ccc(cc1)-c1ccc(n1Cc1cccc(N)n1)-c1ccccc1)=O)CC,CCNC(=O)c1ccc(-c2ccc(-c3ccccc3)n2Cc2cccc(N)n2)cc1,0,5.6478176
1190,C(CC)Oc1cccc(c1)CC1C(C(CS(=O)(C1)=O)[NH2+]Cc1cc(ccc1)C(C)C)O,CCCOc1cccc(CC2CS(=O)(=O)CC([NH2+]Cc3cccc(C(C)C)c3)C2O)c1,0,5.6382723
1191,C1C[NH+](C(CC12CN(C(C)C)S(=O)(=O)N2c1cc(F)ccc1)C)Cc1cccc(OC(C)C)c1,CC(C)Oc1cccc(C[NH+]2CCC3(CC2C)CN(C(C)C)S(=O)(=O)N3c2cccc(F)c2)c1,0,5.6382723
1192,O=C([C@H](C)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC([C@@H](NC(OC(C)(C)C)=O)CC(C)C)=O)NCC(C)C,CC(C)CNC(=O)[C@H](C)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C,0,5.6363878
1193,c1c(nccc1)-c1ccc2c(c1)C1(N=C(N(C)C1=O)N)CC(C)(C)O2,CN1C(=O)C2(CC(C)(C)Oc3ccc(-c4ccccn4)cc32)N=C1N,0,5.6265364
1194,n1(cccn1)-c1cc(ccc1)C1([NH2+]CC(C(Cc2cc(F)cc(F)c2)NC(C)=O)O)CCOC1,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cccc(-n3cccn3)c2)CCOC1,0,5.6197886
1195,C1OC2CN(C1C2)c1cc(C2([NH2+]CC(C(NC(C)=O)Cc3cc(cc(F)c3)F)O)CC2)ccc1,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cccc(N3CC4CC3CO4)c2)CC1,0,5.6197886
1196,c1(ncnc(C(C)(C)C)c1)C1([NH2+]CC(O)C(NC(C)=O)Cc2cc(F)cc(F)c2)CCCCC1,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cc(C(C)(C)C)ncn2)CCCCC1,0,5.6143937
1197,CC1(N=C(NC(C([O-])=O)Cc2c(C3CC3)csc2)c2c(cc(cc2)Cl)C1)C,CC1(C)Cc2cc(Cl)ccc2C(NC(Cc2cscc2C2CC2)C(=O)[O-])=N1,0,5.6143937
1198,COc1ccc(-c2n(Cc3nc(ccc3)N)c(-c3ccccc3Cl)cc2)cc1,COc1ccc(-c2ccc(-c3ccccc3Cl)n2Cc2cccc(N)n2)cc1,0,5.6108341
1199,CN1C(=NC(c2ccccc2)(c2cc(ccc2)Cl)C1=O)N,CN1C(=O)C(c2ccccc2)(c2cccc(Cl)c2)N=C1N,0,5.6020598
1200,c1cc(ccc1OC(F)(F)F)[C@]1(C2N(CCCN=2)C(=[NH+]1)N)c1cccc(c1)Br,NC1=[NH+][C@](c2ccc(OC(F)(F)F)cc2)(c2cccc(Br)c2)C2=NCCCN21,0,5.5850267
1201,n1cncc(-c2cccc(C3(N=C(C)C(N)=N3)Cc3ccccc3)c2)c1,CC1=NC(Cc2ccccc2)(c2cccc(-c3cncnc3)c2)N=C1N,0,5.5850267
1202,O=C(N[C@@H](CC(C)C)[C@H](C[C@H](C(NCC(C)C)=O)C)O)[C@H](Cc1ccc(cc1)[N+]([O-])=O)NC(c1ccc(cc1)[N+](=O)[O-])=O,CC(C)CNC(=O)[C@H](C)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc([N+](=O)[O-])cc1)NC(=O)c1ccc([N+](=O)[O-])cc1,0,5.5783958
1203,n1ccc(C2(N=C(N)N(C)C2=O)c2ccccc2)cc1,CN1C(=O)C(c2ccccc2)(c2ccncc2)N=C1N,0,5.5718651
1204,C1C(CCCC1C(=O)NC(C(CC(C)C(=O)NCCCC)O)Cc1ccccc1)C1(CCCC1)NC(C)=O,CCCCNC(=O)C(C)CC(O)C(Cc1ccccc1)NC(=O)C1CCCC(C2(NC(C)=O)CCCC2)C1,0,5.5686364
1205,c1c(Cl)ccc2c1CC(C)(N=C2NC(Cc1ccccc1)c1nccc(=O)[nH]1)C,CC1(C)Cc2cc(Cl)ccc2C(NC(Cc2ccccc2)c2nccc(=O)[nH]2)=N1,0,5.5670309
1206,C(c1cc(ccc1)C(C)(C)C)[NH2+]C1CS(=O)(=O)CC(Cc2ccc3[nH]ccc3c2)C1O,CC(C)(C)c1cccc(C[NH2+]C2CS(=O)(=O)CC(Cc3ccc4[nH]ccc4c3)C2O)c1,0,5.5606675
1207,O1CC2(N=C1N)c1c(Oc3ccc(OC)cc32)ccc(-c2cccc(c2)OC(F)(F)F)c1,COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3cccc(OC(F)(F)F)c3)ccc1O2,0,5.5590911
1208,C1C(C(O)C(CS1(=O)=O)Cc1ccc(OC)c(Br)c1)[NH2+]Cc1cc(C(C)C)ccc1,COc1ccc(CC2CS(=O)(=O)CC([NH2+]Cc3cccc(C(C)C)c3)C2O)cc1Br,0,5.5528421
1209,CC1(Cc2cc(Cl)ccc2C(NC(Cc2ccccc2)C([O-])=O)=N1)C,CC1(C)Cc2cc(Cl)ccc2C(NC(Cc2ccccc2)C(=O)[O-])=N1,0,5.5466819
1210,CCCC(Nc1cc(ccc1)[C@]1(C2CCCCC2)C(=O)N(C(N)=N1)C)=O,CCCC(=O)Nc1cccc([C@@]2(C3CCCCC3)N=C(N)N(C)C2=O)c1,0,5.545155
1211,C12(C(N(C(N)=N1)C)=O)c1c(OC(C)(C2)C)ccc(c1)-c1cccc(OC(C)C)c1,CC(C)Oc1cccc(-c2ccc3c(c2)C2(CC(C)(C)O3)N=C(N)N(C)C2=O)c1,0,5.5430269
1212,C(Cc1cscc1)(C([O-])=O)NC1=NC(Cc2cc(Cl)ccc12)(C)C,CC1(C)Cc2cc(Cl)ccc2C(NC(Cc2ccsc2)C(=O)[O-])=N1,0,5.5376019
1213,C(\c1ccccc1)=C/c1cc(C2CC2C2(C)CC(=O)N(C)C(=N2)N)ccc1,CN1C(=O)CC(C)(C2CC2c2cccc(/C=C/c3ccccc3)c2)N=C1N,0,5.5376019
1214,c1cc(ccc1CNC(=O)NCCCC)CN1C(=O)C(NC1=N)(CC(C)C)CCC1CCCCC1,CCCCNC(=O)NCc1ccc(CN2C(=N)NC(CCC3CCCCC3)(CC(C)C)C2=O)cc1,0,5.5228786
1215,n1(Cc2cccc(N)n2)c(-c2ccccc2)ccc1-c1ccc(cc1)C(=O)NCCC,CCCNC(=O)c1ccc(-c2ccc(-c3ccccc3)n2Cc2cccc(N)n2)cc1,0,5.5228786
1216,C(C)CCNC(c1ccc(-c2n(Cc3nc(N)ccc3)c(-c3ccccc3)cc2)cc1)=O,CCCCNC(=O)c1ccc(-c2ccc(-c3ccccc3)n2Cc2cccc(N)n2)cc1,0,5.5228786
1217,c1c(scc1[C@]1(N=C(N(C1=O)C)N)c1cccc(c1)-c1c(F)nccc1)C(=O)CC,CCC(=O)c1cc([C@@]2(c3cccc(-c4cccnc4F)c3)N=C(N)N(C)C2=O)cs1,0,5.5228786
1218,O(c1cc(-c2cc(C3(C4CCOCC4)N=C(C)C(=N3)N)ccc2)ccc1)C,COc1cccc(-c2cccc(C3(C4CCOCC4)N=C(C)C(N)=N3)c2)c1,0,5.5228786
1219,CC(C)(Cc1nc(C2([NH2+]CC(C(Cc3cc(cc(F)c3)F)NC(C)=O)O)CC2)cs1)C,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2csc(CC(C)(C)C)n2)CC1,0,5.5157003
1220,c1cc(C2(N=C(N)N(C2=O)C)c2ccc(OC)cc2)ccc1,COc1ccc(C2(c3ccccc3)N=C(N)N(C)C2=O)cc1,0,5.5086384
1221,c1cccc(c1)CC(C(C[NH2+]Cc1cc(OC)ccc1)O)NC(=O)c1cn(S(CCCC)(=O)=O)c2c1cccc2,CCCCS(=O)(=O)n1cc(C(=O)NC(Cc2ccccc2)C(O)C[NH2+]Cc2cccc(OC)c2)c2ccccc21,0,5.5086384
1222,c1(N(S(C)(=O)=O)C)cc2C(NC(c3ccc(cc3)OC)c3cccc(COCC(NC(=O)c(c2)c1)C(O)CC(C(C)C)C(NCC(C)C)=O)c3)=O,COc1ccc(C2NC(=O)c3cc(cc(N(C)S(C)(=O)=O)c3)C(=O)NC(C(O)CC(C(=O)NCC(C)C)C(C)C)COCc3cccc2c3)cc1,0,5.5086384
1223,O=S1(N(CC2(CC[NH+](C(C)C2)Cc2cc(OC(C)C)ccc2)N1c1cccc(F)c1)c1cnccc1)=O,CC(C)Oc1cccc(C[NH+]2CCC3(CC2C)CN(c2cccnc2)S(=O)(=O)N3c2cccc(F)c2)c1,0,5.5086384
1224,C1(COCC(N=1)(C)c1cccc(-c2cccc(OC)c2)c1)N,COc1cccc(-c2cccc(C3(C)COCC(N)=N3)c2)c1,0,5.4948502
1225,c1(ccc(cc1)OC)C1(c2cc(ccc2)-c2cnccc2)N=C(C(C1)OC)N,COc1ccc(C2(c3cccc(-c4cccnc4)c3)CC(OC)C(N)=N2)cc1,0,5.4948502
1226,O1c2ccc(cc2C2(c3c1ccc(OC)c3)COC(=N2)N)-c1c(F)cc(C)c(Cl)c1,COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3cc(Cl)c(C)cc3F)ccc1O2,0,5.493495
1227,O1CCC2(C(OC(=N2)N)C1)c1cccc(NC(c2ncc(Cl)cc2)=O)c1,NC1=NC2(c3cccc(NC(=O)c4ccc(Cl)cn4)c3)CCOCC2O1,0,5.4814858
1228,N1C(CC(N(C)C=1N)=O)(C1C(c2cc(ccc2)-c2cc(OC)ccc2)C1)C,COc1cccc(-c2cccc(C3CC3C3(C)CC(=O)N(C)C(N)=N3)c2)c1,0,5.4814858
1229,C1(C)(C)Cc2cc(Cl)ccc2C(=N1)NC(Cc1ccccc1)c1[nH]c(=O)[nH]n1,CC1(C)Cc2cc(Cl)ccc2C(NC(Cc2ccccc2)c2n[nH]c(=O)[nH]2)=N1,0,5.4723701
1230,C1C(F)(CN=C2N1C(N)=NC2(c1ccc(cc1)OC)c1cccc(Br)c1)F,COc1ccc(C2(c3cccc(Br)c3)N=C(N)N3CC(F)(F)CN=C32)cc1,0,5.4699998
1231,c1ccc(cc1)C1(c2ccccc2)N=C(N(C)C1=O)N,CN1C(=O)C(c2ccccc2)(c2ccccc2)N=C1N,0,5.4685211
1232,C1CC(NC(=O)c2ccc(cc2)-c2ccc(n2Cc2cccc(n2)N)-c2ccccc2)C1,Nc1cccc(Cn2c(-c3ccccc3)ccc2-c2ccc(C(=O)NC3CCC3)cc2)n1,0,5.4685211
1233,c1(cc(OC)ccc1)C1(N=C(N)N(C1=O)C)c1ccccc1,COc1cccc(C2(c3ccccc3)N=C(N)N(C)C2=O)c1,0,5.4596705
1234,[NH2+](Cc1cccc(C(F)(F)F)c1)CC(C(Cc1ccccc1)NC(=O)c1cc(N(c2ccccc2)S(C)(=O)=O)ccc1C)O,Cc1ccc(N(c2ccccc2)S(C)(=O)=O)cc1C(=O)NC(Cc1ccccc1)C(O)C[NH2+]Cc1cccc(C(F)(F)F)c1,0,5.4596705
1235,c1cc(-c2cccc(C3(C)N=C(N)C(=N3)C)c2)cc(c1)OC,COc1cccc(-c2cccc(C3(C)N=C(C)C(N)=N3)c2)c1,0,5.4559321
1236,c1(F)ccc(cc1)CNC(C(NC(C(CC(C(NC(=O)c1cc(cc(N(C)S(C)(=O)=O)c1)C(NC(C)c1ccccc1)=O)COCc1cc(cc(F)c1)F)O)C)=O)C(C)C)=O,CC(CC(O)C(COCc1cc(F)cc(F)c1)NC(=O)c1cc(C(=O)NC(C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1)C(=O)NC(C(=O)NCc1ccc(F)cc1)C(C)C,0,5.4436975
1237,c1ccccc1CC(NC(=O)c1cccc(n1)N(c1ccccc1)S(C)(=O)=O)C(O)C[NH2+]Cc1cc(C(F)(F)F)ccc1,CS(=O)(=O)N(c1ccccc1)c1cccc(C(=O)NC(Cc2ccccc2)C(O)C[NH2+]Cc2cccc(C(F)(F)F)c2)n1,0,5.4400935
1238,CC(CNC(=O)C(C(C)C)CC(C1COCc2cccc(c2)C(NC(c2cc(cc(c2)N(C)S(=O)(=O)C)C(=O)N1)=O)c1ccccc1)O)C,CC(C)CNC(=O)C(CC(O)C1COCc2cccc(c2)C(c2ccccc2)NC(=O)c2cc(cc(N(C)S(C)(=O)=O)c2)C(=O)N1)C(C)C,0,5.4317985
1239,FC(c1ccc(/C=C/C(N[C@@H](Cc2ccc([N+](=O)[O-])cc2)C(=O)N[C@@H](CC(C)C)[C@@H](O)C[C@@H](C)C(NCC(C)C)=O)=O)cc1)(F)F,CC(C)CNC(=O)[C@H](C)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc([N+](=O)[O-])cc1)NC(=O)/C=C/c1ccc(C(F)(F)F)cc1,0,5.421361
1240,N(CC(C)C)C(=O)[C@H](C)C[C@@H]([C@H](CC(C)C)NC(=O)[C@@H](NC(c1cc(OC)c(OC)cc1)=O)Cc1ccc([N+](=O)[O-])cc1)O,COc1ccc(C(=O)N[C@@H](Cc2ccc([N+](=O)[O-])cc2)C(=O)N[C@@H](CC(C)C)[C@@H](O)C[C@@H](C)C(=O)NCC(C)C)cc1OC,0,5.419075
1241,c1(cccc(c1)-c1cc(ccc1F)F)[C@@]1(c2ccncc2)C(=O)N(C)C(N)=N1,CN1C(=O)[C@](c2ccncc2)(c2cccc(-c3cc(F)ccc3F)c2)N=C1N,0,5.419075
1242,O1CC2(c3c(ccc(-c4ccncc4)c3)Oc3ccc(OC)cc23)N=C1N,COc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3ccncc3)ccc1O2,0,5.4089355
1243,CC(C)CC(C(CC(C(NCCCC)=O)C)O)NC(=O)C(NC(=O)C(C)NC(=O)C)CCSC,CCCCNC(=O)C(C)CC(O)C(CC(C)C)NC(=O)C(CCSC)NC(=O)C(C)NC(C)=O,0,5.3979402
1244,O1CCOCC1c1cc(C2(CC2)[NH2+]CC(O)C(Cc2cc(cc(F)c2)F)NC(=O)C)ccc1,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cccc(C3COCCO3)c2)CC1,0,5.3979402
1245,c1ccc(c(-c2ccc(S(C)(=O)=O)cc2)c1)C1C(C[NH2+]C1)C(N1CCOCC1c1ccccc1)=O,CS(=O)(=O)c1ccc(-c2ccccc2C2C[NH2+]CC2C(=O)N2CCOCC2c2ccccc2)cc1,0,5.3979402
1246,c12C3(CCCc2cccc1)C(C[NH2+]C3)C(=O)N1CCC(CC1)c1ccccc1,O=C(C1C[NH2+]CC12CCCc1ccccc12)N1CCC(c2ccccc2)CC1,0,5.3979402
1247,c1cc(N2S(=O)(N(C3(CC[NH+](Cc4cc(ccc4)OC(C)C)C(C3)C)C2)c2cccc(c2)F)=O)ccn1,CC(C)Oc1cccc(C[NH+]2CCC3(CC2C)CN(c2ccncc2)S(=O)(=O)N3c2cccc(F)c2)c1,0,5.3979402
1248,C1CCCC2C(N)=NC(C)(c3cc(-c4cc(cnc4)F)ccc3)N12,CC1(c2cccc(-c3cncc(F)c3)c2)N=C(N)C2CCCCN21,0,5.3979402
1249,c1cc2CCC3(CSC(N)=N3)c2cc1NC(c1ccc(Cl)cn1)=O,NC1=NC2(CCc3ccc(NC(=O)c4ccc(Cl)cn4)cc32)CS1,0,5.3979402
1250,c1c(cccc1C1C(C1)C1(CC(N(C)C(N)=N1)=O)C)CCc1ccccc1,CN1C(=O)CC(C)(C2CC2c2cccc(CCc3ccccc3)c2)N=C1N,0,5.3979402
1251,C1([NH2+]CC(O)C(Cc2cc(F)cc(F)c2)NC(C)=O)(c2ccc(s2)C(C)C)CCCCC1,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2ccc(C(C)C)s2)CCCCC1,0,5.3968558
1252,c1cccc(c1)CC(C(C[NH2+]Cc1cccc(c1)C(C)C)O)NC(C1CCCC(C(C)(NC(=O)C)C)C1)=O,CC(=O)NC(C)(C)C1CCCC(C(=O)NC(Cc2ccccc2)C(O)C[NH2+]Cc2cccc(C(C)C)c2)C1,0,5.3767509
1253,OC1C(CS(CC1Cc1ccc(c(c1)Br)O)(=O)=O)[NH2+]Cc1cc(cc(c1)Cl)Cl,O=S1(=O)CC(Cc2ccc(O)c(Br)c2)C(O)C([NH2+]Cc2cc(Cl)cc(Cl)c2)C1,0,5.3767509
1254,c1(cc(-c2cc(ccc2)OC)ccc1)CCc1nc(N)n(c(=O)c1)C,COc1cccc(-c2cccc(CCc3cc(=O)n(C)c(N)n3)c2)c1,0,5.3767509
1255,Clc1cc(Cl)ccc1C(=O)N[C@@H](Cc1ccc([N+](=O)[O-])cc1)C(N[C@H]([C@@H](O)C[C@H](C(=O)NCC(C)C)C)CC(C)C)=O,CC(C)CNC(=O)[C@H](C)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc([N+](=O)[O-])cc1)NC(=O)c1ccc(Cl)cc1Cl,0,5.3726339
1256,c1(ccc(cc1Br)CC1CS(=O)(=O)CC([NH2+]Cc2nccc(c2)C(C)C)C1O)O,CC(C)c1ccnc(C[NH2+]C2CS(=O)(=O)CC(Cc3ccc(O)c(Br)c3)C2O)c1,0,5.3665314
1257,c1c(C#C)csc1C1(CCCCC1)[NH2+]CC(O)C(NC(C)=O)Cc1cc(F)cc(F)c1,C#Cc1csc(C2([NH2+]CC(O)C(Cc3cc(F)cc(F)c3)NC(C)=O)CCCCC2)c1,0,5.3649187
1258,C(NC(C(C[NH2+]C1(CCCCC1)c1cc(no1)C(C)(C)C)O)Cc1cc(cc(F)c1)F)(=O)C,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)C[NH2+]C1(c2cc(C(C)(C)C)no2)CCCCC1,0,5.3509574
