,rand_smi,cano_smi,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53
6891,O=[N+](c1cc(ccc1)C=O)[O-],O=Cc1cccc([N+](=O)[O-])c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6892,c1cccc(Cn2c3ccc(cc3c(c2C)C)C(=O)OCCN(C)C)c1,Cc1c(C)n(Cc2ccccc2)c2ccc(C(=O)OCCN(C)C)cc12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0
6893,[C@@H]1(C[C@H](N(C([C@@H](C)CSC(=O)c2ccccc2)=O)C1)C(O)=O)Sc1ccccc1,C[C@@H](CSC(=O)c1ccccc1)C(=O)N1C[C@@H](Sc2ccccc2)C[C@H]1C(=O)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6894,s1c(nc(c1)/C(C(N[C@@H]1C(=O)N2[C@@H]1SCC=C2C(=O)[O-])=O)=N/OC)N,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=CCS[C@H]12)c1csc(N)n1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
6895,Ic1cc(cc(I)c1O)C(=O)c1c2ccccc2oc1CC,CCc1oc2ccccc2c1C(=O)c1cc(I)c(O)c(I)c1,0.0,0.0,0.0,,,0.0,1.0,,,1.0,1.0,1.0
6896,C1C[N+](C)(CCC)CC1.FC(F)(S([O-])(=O)=O)F,CCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6897,c1cc(c(OC)cc1)OCCN(CC)CC,CCN(CC)CCOc1ccccc1OC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
6898,C1(C(=O)NC(=O)N(C1=O)C(=O)c1ccccc1)(c1ccccc1)CC,CCC1(c2ccccc2)C(=O)NC(=O)N(C(=O)c2ccccc2)C1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0
6899,C1C[C@H]2/C(CCC[C@]2(C)[C@H]1[C@H](C)/C=C/[C@H](C1CC1)O)=C/C=C1\C([C@H](C[C@@H](C1)O)O)=C,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@@H](O)C4CC4)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,0.0,,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,1.0,
6900,O(P(OC)(=O)OC)C(Br)C(Cl)(Br)Cl,COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,0.0,1.0,0.0,,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
6901,c1(cccc(Cl)c1)NN=C(C#N)C#N,N#CC(C#N)=NNc1cccc(Cl)c1,0.0,,0.0,1.0,,,,,,1.0,1.0,
6902,Cc1cccc(c1)O,Cc1cccc(O)c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6903,CC(C)(c1c(n(c(nn1)SC)N)=O)C,CSc1nnc(C(C)(C)C)c(=O)n1N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6904,N1(CCCCCC1)C(=O)SCC,CCSC(=O)N1CCCCCC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6905,CCO,CCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6906,C/C(CCC=C(C)C)=C\COC=O,CC(C)=CCC/C(C)=C/COC=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6907,c1cccc(c1)C1(NC(=O)N(C)C)CCN(CC1)CCC[C@]1(c2ccc(c(c2)Cl)Cl)CN(C(c2ccccc2)=O)CCC1,CN(C)C(=O)NC1(c2ccccc2)CCN(CCC[C@@]2(c3ccc(Cl)c(Cl)c3)CCCN(C(=O)c3ccccc3)C2)CC1,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0
6908,c12c(c(c3c(s2)ccc(c3)OC)=O)c(ccc1CNC=O)NCCN(CC)CC,CCN(CC)CCNc1ccc(CNC=O)c2sc3ccc(OC)cc3c(=O)c12,0.0,1.0,1.0,,1.0,1.0,,,1.0,0.0,,1.0
6909,C1C(NCC(=O)N2[C@@H](CC(F)(F)C2)C#N)CC2N(c3ncccn3)C1CC2,N#C[C@@H]1CC(F)(F)CN1C(=O)CNC1CC2CCC(C1)N2c1ncccn1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0
6910,C(C(O)C(CO)(C)C)(NCCCO)=O,CC(C)(CO)C(O)C(=O)NCCCO,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
6911,C(OP(=O)(Cl)Cl)C,CCOP(=O)(Cl)Cl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6912,C(C)CC[Sn](Cl)(CCCC)CCCC,CCCC[Sn](Cl)(CCCC)CCCC,0.0,,0.0,,,,1.0,1.0,0.0,,1.0,
6913,COC(=O)c1cc(ccc1)C(=O)OC,COC(=O)c1cccc(C(=O)OC)c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6914,O(C)C(OC)(C)OC,COC(C)(OC)OC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
6915,C[C@@H]([C@@H]1[C@]2(C)C(=C3CC[C@@H]4[C@@]([C@H]3CC2)(CC[C@@H](C4)O)C)C(C1)=O)CCCC(C)C,CC(C)CCC[C@@H](C)[C@H]1CC(=O)C2=C3CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
6916,C(OCC(O)=O)C,CCOCC(=O)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6917,CC1(C2=C(CC(C)C(C(=O)C)(C)C2)CCC1)C,CC(=O)C1(C)CC2=C(CCCC2(C)C)CC1C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6918,O=C1OC(OC(c2cccnc2Nc2cccc(c2)C(F)(F)F)=O)c2ccccc21,O=C1OC(OC(=O)c2cccnc2Nc2cccc(C(F)(F)F)c2)c2ccccc21,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0
6919,C(CCOC(CCCCC(=O)OCCCCCCCCC)=O)CCCC,CCCCCCCCCOC(=O)CCCCC(=O)OCCCCCCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
6920,c1c(C)c(c(cc1-c1nc(C(F)(F)F)on1)C)OCCCc1cc(no1)C,Cc1cc(CCCOc2c(C)cc(-c3noc(C(F)(F)F)n3)cc2C)on1,,,,,,,,0.0,,0.0,,
6921,CC(C(c1ccccc1)=O)N(C)C,CC(C(=O)c1ccccc1)N(C)C,,,,,,,,0.0,,0.0,,
6922,C(c1ccccc1)OC(CCC)=O,CCCC(=O)OCc1ccccc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6923,C(C)OC(CCCCCCCCCCCCCCC)=O,CCCCCCCCCCCCCCCC(=O)OCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6924,C(COC(c1ccc(cc1)OC1CCCCC1)=O)CN1CCCCC1C,CC1CCCCN1CCCOC(=O)c1ccc(OC2CCCCC2)cc1,,,,,,,,0.0,,0.0,,
6925,C(C(=O)c1ccc(CC2C(=O)NC(=O)S2)cc1)Cc1nc(oc1C)-c1ccccc1,Cc1oc(-c2ccccc2)nc1CCC(=O)c1ccc(CC2SC(=O)NC2=O)cc1,,,,,,,,1.0,,0.0,,
6926,c1c(NC(c2ccccc2C)=O)ccc(c1)C(=O)N1c2ccccc2C(N(C)C)CCC1,Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCCC(N(C)C)c3ccccc32)cc1,,,,,,,,0.0,,0.0,,
6927,S1(c2cccc3c2c(N1CCCN1CCN(c2ccc(F)cc2)CC1)ccc3)(=O)=O,O=S1(=O)c2cccc3cccc(c23)N1CCCN1CCN(c2ccc(F)cc2)CC1,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,,
6928,c1cc(ccc1Cl)OC(C)(C(=O)OCCCOC(C(C)(Oc1ccc(Cl)cc1)C)=O)C,CC(C)(Oc1ccc(Cl)cc1)C(=O)OCCCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,,,,,,,,0.0,,0.0,,
6929,O=C(Oc1cc(COC(C(C)C)=O)ccc1)[C@@H]1N2C(=O)[C@H]([C@H]2SC1(C)C)NC(Cc1ccccc1)=O,CC(C)C(=O)OCc1cccc(OC(=O)[C@@H]2N3C(=O)[C@@H](NC(=O)Cc4ccccc4)[C@H]3SC2(C)C)c1,,,,,,,,0.0,,0.0,,
6930,c1ccccc1[C@@H]1N=C2N(CCS2)C1,c1ccc([C@H]2CN3CCSC3=N2)cc1,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,,0.0
6931,C(C)CCCCOC(=O)C(C)C,CCCCCCOC(=O)C(C)C,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6932,CC(CC(C)=O)(OC)C,COC(C)(C)CC(C)=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6933,O(C(=O)c1ccc(C(OCCCCCCC(C)C)=O)cc1C(OCCCCCCC(C)C)=O)CCCCCCC(C)C,CC(C)CCCCCCOC(=O)c1ccc(C(=O)OCCCCCCC(C)C)c(C(=O)OCCCCCCC(C)C)c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6934,O(C)c1c(/C=C/C=O)cccc1,COc1ccccc1/C=C/C=O,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6935,CC1(CC(CC(C)(N1)C)OC(CCCCCCCCC(=O)OC1CC(C)(C)NC(C1)(C)C)=O)C,CC1(C)CC(OC(=O)CCCCCCCCC(=O)OC2CC(C)(C)NC(C)(C)C2)CC(C)(C)N1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
6936,O=C(c1cc(c(cc1)OC)[N+]([O-])=O)Nc1ccccc1,COc1ccc(C(=O)Nc2ccccc2)cc1[N+](=O)[O-],0.0,0.0,1.0,,1.0,0.0,0.0,,0.0,0.0,1.0,0.0
6937,c1(N2N=C(C(/N=N/c3ccccc3)C2=O)C)c(Cl)ccc(S([O-])(=O)=O)c1,CC1=NN(c2cc(S(=O)(=O)[O-])ccc2Cl)C(=O)C1/N=N/c1ccccc1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6938,c1(ccc(c(S(O)(=O)=O)c1)C)C,Cc1ccc(C)c(S(=O)(=O)O)c1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6939,c1(c(S(=O)([O-])=O)cccc1)C=O,O=Cc1ccccc1S(=O)(=O)[O-],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6940,C(CN)CC(P(O)(O)=O)(P(=O)([O-])O)O,NCCCC(O)(P(=O)([O-])O)P(=O)(O)O,,,,,,,,0.0,,0.0,,
6941,C1[C@]23[C@@H]4C(CC[C@H]2[C@H](N(C)C1)Cc1ccc(OC)c(O4)c13)=O.c12c3c(ccc1OC)C[C@@H]1[C@H]4[C@@]3([C@@H](O2)C(=O)CC4)CCN1C,COc1ccc2c3c1O[C@H]1C(=O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314.COc1ccc2c3c1O[C@H]1C(=O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
6942,C(C(O)(C(=O)O)CC(O)=O)C(O)=O.CN(C)CCOc1c(Cc2ccccc2)cccc1,CN(C)CCOc1ccccc1Cc1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
6943,[C@@H]([C@H](NC(=O)[C@H]([C@@H]([C@H](NC(=O)[C@H]([C@@H](O[C@H]1[C@@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](OC(N)=O)[C@@H]2O)[C@H]([C@@H]([C@H](CO)O1)O)O)c1cnc[nH]1)NC(c1nc([C@H](CC(=O)N)NC[C@H](N)C(=O)N)nc(c1C)N)=O)C)O)C)C(NCCc1scc(n1)-c1scc(C(NCCCCNC(N)=N)=O)n1)=O)(O)C,Cc1c(N)nc([C@H](CC(N)=O)NC[C@H](N)C(N)=O)nc1C(=O)N[C@H](C(=O)N[C@H](C)[C@@H](O)[C@H](C)C(=O)N[C@H](C(=O)NCCc1nc(-c2nc(C(=O)NCCCCNC(=N)N)cs2)cs1)[C@@H](C)O)[C@@H](O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](OC(N)=O)[C@@H]1O)c1cnc[nH]1,1.0,0.0,,,0.0,,0.0,,0.0,,0.0,1.0
6944,[C@H]1(C)[C@H]([C@H](C[C@H](O[C@H]2C[C@](O)(C(=O)C)Cc3c2c(O)c2c(c3O)C(=O)c3c(cccc3)C2=O)O1)N)O,CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O,0.0,1.0,,1.0,,1.0,,1.0,1.0,0.0,1.0,1.0
6945,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0
6946,N1Cc2ccccc2CC1,c1ccc2c(c1)CCNC2,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6947,c1c2c(CCCC2)ccc1,c1ccc2c(c1)CCCC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6948,c1(C)c(C)c(cc(c1)C)C,Cc1cc(C)c(C)c(C)c1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
6949,O(C(C)COC(COC(CO)C)C)C,COC(C)COC(C)COC(C)CO,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6950,O=C(OC)CCCC(OC)=O,COC(=O)CCCC(=O)OC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6951,c1c(N(C)C)ccc(c1)C(OCC(CCCC)CC)=O,CCCCC(CC)COC(=O)c1ccc(N(C)C)cc1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6952,C1CC(CC(OC)=O)C(C1=O)CCCCC,CCCCCC1C(=O)CCC1CC(=O)OC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6953,c1(C(C)(c2cc(c(c(Br)c2)OCC=C)Br)C)cc(Br)c(c(Br)c1)OCC=C,C=CCOc1c(Br)cc(C(C)(C)c2cc(Br)c(OCC=C)c(Br)c2)cc1Br,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6954,C(COCC#CCOCCO)O,OCCOCC#CCOCCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0
6955,C(N)COCCN,NCCOCCN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
6956,C(C(OCCCC)=O)(=O)OCCCC,CCCCOC(=O)C(=O)OCCCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6957,OCCN(CCO)CCN(CCO)CCO,OCCN(CCO)CCN(CCO)CCO,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6958,c1(cc(Cl)c(C2(OCC(CC)O2)Cn2ncnc2)cc1)Cl,CCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
6959,CCCCCCC=O,CCCCCCC=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6960,C1CN(CCN1c1cc2n(C3CC3)cc(c(c2cc1F)=O)C(O)=O)CC,CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
6961,N1([C@H](CO)[C@@H](O)[C@H](O)[C@H](C1)O)CCCC,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6962,c1cc(/C=C/CN2CCN(CC2)C(c2ccc(F)cc2)c2ccc(cc2)F)ccc1,Fc1ccc(C(c2ccc(F)cc2)N2CCN(C/C=C/c3ccccc3)CC2)cc1,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,
6963,N1CCCN(S(=O)(=O)c2c3c(ccc2)cncc3)CC1,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,0.0,0.0,0.0,1.0,,0.0,0.0,,0.0,0.0,,0.0
6964,c1c2C[C@H]3N(C[C@@H](C[C@@H]3c3cccc([nH]1)c32)C(N[C@@]1(O[C@@]2(N([C@@H](Cc3ccccc3)C(=O)N3[C@H]2CCC3)C1=O)O)C)=O)C,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,0.0,0.0,0.0,0.0,,0.0,,,,0.0,,0.0
6965,C1C[C@H](C(C[C@@H]1C)=O)C(C)C,CC(C)[C@@H]1CC[C@@H](C)CC1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6966,c12cc3c(cc1CCN(C)[C@@H]2[C@H]1c2ccc(c(c2C(=O)O1)OC)OC)OCO3,COc1ccc2c(c1OC)C(=O)O[C@H]2[C@@H]1c2cc3c(cc2CCN1C)OCO3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6967,Fc1nc(OCC)n2c(c1)nc(n2)S(Nc1c(cccc1Cl)Cl)(=O)=O,CCOc1nc(F)cc2nc(S(=O)(=O)Nc3c(Cl)cccc3Cl)nn12,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6968,Oc1c2cc(c3c1c(c(C)c1O[C@@](C)(C(=O)c31)OC=C[C@@H]([C@@H](C)[C@@H](OC(C)=O)[C@@H]([C@H](O)[C@@H]([C@H]([C@H](C=CC=C(C(N2)=O)C)C)O)C)C)OC)O)[O-],CO[C@H]1C=CO[C@@]2(C)Oc3c(C)c(O)c4c(O)c(cc([O-])c4c3C2=O)NC(=O)C(C)=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0,0.0,,0.0
6969,C(Cc1c(ncs1)C)O,Cc1ncsc1CCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6970,S(c1ccccc1)c1ccccc1,c1ccc(Sc2ccccc2)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6971,C(CCCCC(=O)O)CCCCCC,CCCCCCCCCCCC(=O)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6972,C(C(=O)O)Cl,O=C(O)CCl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0
6973,C[C@H]1C(O[C@H]2[C@H]3C(COC([C@@](C)([C@]1(C)O)O)=O)=CCN3CC2)=O,C[C@H]1C(=O)O[C@@H]2CCN3CC=C(COC(=O)[C@](C)(O)[C@]1(C)O)[C@H]23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6974,C(CN1C(=O)c2c(N(c3c1cccc3)C)cccc2)N(C)C,CN(C)CCN1C(=O)c2ccccc2N(C)c2ccccc21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6975,C(Cl)(=O)c1ccc(cc1)C(=O)Cl,O=C(Cl)c1ccc(C(=O)Cl)cc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6976,O=C(c1cn(C2CC2)c2c(c(N3C[C@@H]4[C@@H](CCCN4)C3)c(F)cc2c1=O)OC)O,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6977,OC(=O)CN1c2ccccc2CC[C@H](N[C@H](C(=O)OCC)CCc2ccccc2)C1=O,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,,,,,,,,,,1.0,,
6978,C(CC)c1n(c(C(=O)OCc2oc(oc2C)=O)c(C(O)(C)C)n1)Cc1ccc(-c2c(cccc2)-c2nn[nH]n2)cc1,CCCc1nc(C(C)(C)O)c(C(=O)OCc2oc(=O)oc2C)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0
6979,c1(ccc(cc1)C1(CCC1)C(N(C)C)CC(C)C)Cl,CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6980,O(C[C@@H]1[C@H]([C@H](O)[C@@H](O)[C@@H](O1)Oc1c(=O)c2c(O)cc(cc2oc1-c1cc(OCCO)c(OCCO)cc1)OCCO)O)[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(OCCO)c(OCCO)c4)oc4cc(OCCO)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
6981,N1C(CC(CC1(C)C)N)(C)C,CC1(C)CC(N)CC(C)(C)N1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
6982,C(C[C@H]1C(=O)N[C@H](C(N[C@H](C(N[C@@H]([C@@H](C)O)CO)=O)CSSC[C@@H](C(N[C@@H](Cc2ccccc2)C(N[C@@H](C(=O)N1)Cc1c[nH]c2ccccc12)=O)=O)NC(=O)[C@H](N)Cc1ccccc1)=O)C(C)O)CCN,CC(O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@H](N)Cc2ccccc2)CSSC[C@@H](C(=O)N[C@H](CO)[C@@H](C)O)NC1=O,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0
6983,CCC(SSC(C)CC)C,CCC(C)SSC(C)CC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
6984,Cc1cccc(OCCOc2cc(ccc2)C)c1,Cc1cccc(OCCOc2cccc(C)c2)c1,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
6985,CC(c1ccc2sc3c(cccc3)c(=O)c2c1)C,CC(C)c1ccc2sc3ccccc3c(=O)c2c1,0.0,0.0,1.0,,1.0,0.0,0.0,1.0,1.0,1.0,,0.0
6986,C(CO)(COC(=O)CCN1CC1)(COC(=O)CCN1CC1)COC(CCN1CC1)=O,O=C(CCN1CC1)OCC(CO)(COC(=O)CCN1CC1)COC(=O)CCN1CC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6987,C(CCC(C(O)C#C)CC)C,C#CC(O)C(CC)CCCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6988,C(CC)CCCCCCCCCCC=O,CCCCCCCCCCCCCC=O,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6989,C(=O)C(Br)(Br)Br,O=CC(Br)(Br)Br,0.0,,0.0,,,1.0,1.0,1.0,1.0,1.0,,
6990,O=C(CCCCCCCCCCCCC)O,CCCCCCCCCCCCCC(=O)O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6991,C1(C(C=1Cl)(Cl)Cl)Cl,ClC1=C(Cl)C1(Cl)Cl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6992,BrC(Br)(C(O)=O)Br,O=C(O)C(Br)(Br)Br,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6993,C1CCCC[C@H](CCC[C@H](C)OC(c2c(cc(cc12)O)O)=O)O,C[C@H]1CCC[C@H](O)CCCCCc2cc(O)cc(O)c2C(=O)O1,0.0,0.0,,,1.0,1.0,,,0.0,1.0,1.0,0.0
6994,c1cc(O)ccc1-c1coc2c(ccc(c2)O)c1=O,O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12,0.0,,1.0,,1.0,1.0,0.0,,1.0,0.0,,0.0
6995,c1(-c2ccc(cc2)OC)c(c2c(cc(O)cc2)oc1)=O,COc1ccc(-c2coc3cc(O)ccc3c2=O)cc1,,0.0,1.0,,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
6996,C(CCCCCCc1ccc(cc1)O)C,CCCCCCCCc1ccc(O)cc1,0.0,0.0,0.0,,1.0,0.0,0.0,,0.0,,1.0,0.0
6997,C(CCCCO)CC,CCCCCCCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6998,N#CCCCCC#N,N#CCCCCC#N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6999,C(CCO)CCC,CCCCCCO,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7000,C(CCCN)CC,CCCCCCN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0
7001,C(O)CNCCO,OCCNCCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
